"id","profileName","text","date","title","rating","images","helpful","variant:pattern name","variant:style name"
"RA15RLSQS7747","Anthony ","I'm definitely gonna upgrade later but this is handling itself pretty well with dragon dogma 2 to fortnite and everything in-between, only gripe is that there's no small arrow on the actual CPU to indicate where to place it on motherboard so if you tossed the packaging without looking you might be bit confused with orientation otherwise good.","Reviewed in the United States on 2 April 2024","Good for price","4.0 out of 5 stars","","0","Processor","Core™ i5-14600KF"
"R21AXZ7JJMBCK8","Papalati","Wanted to purchase the unlocked version of the 20 core 14th gen processor and saw that this was a cheaper option at the time. All the description says is that ""Discrete graphics is required."" It would be much more helpful by adding a line that says the F version stands for no integrated graphics card. If you're doing any kind of workstation work such as video editing, most software will take advantage of the processor having an iGPU as well and so I'm actually losing performance with this model version. I'll have to return the item to purchase the correct version without an F. I would give it a full 5 stars if it had the line explaining the F version.","Reviewed in the United States on 24 February 2024","Please note that the F in the 14700KF means NO iGPU","4.0 out of 5 stars","","0","Processor","Core™ i7-14700KF"
"R3ATB0W5WSXIEZ","Lokesh Kapoor","Just upgraded from i5 9400f to i9 14900k and super happy with the performance that I am able to achieve. It simply works buttery smooth. Large applications open like notepad apps.It heats a lot though so I went with MSI coreliquid liquid cooling solution.If looking to upgrade from 13th gen then save money because the performance is identical, however if setting up new PC then definitely go with it.My setup -MSI MPG z790 carbon wifiIntel i9 14900kMSI RTX 4070tiMSI MAG coreliquid liquid coolerSamsung 980 Pro - 1 TBRipjaws 32gb ddr5Bonus tip: If u are struck setting up ur PC then go to MSI support and they are super responsive to assist you. I got my wiring fixed in matter of minutes ona video call by their assistant.","Reviewed in India on 20 November 2023","i9 14th gen is the beast!","5.0 out of 5 stars","","36","Processor","Core™ i9-14900K"
"RXCKQCEX7HV3X","Sumit Kumar","I don't liked the price of it .I Also don't liked the performance of it .Rather you can purchase i9 13th generation","Reviewed in India on 28 March 2024","Worst quality","1.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R1GEC14FSBA8CI","Nipun","13 gen is better with same performence at low pricing. Avoid this product cause it have only 2 core touching 6000 mhz so in real life there are no difference.","Reviewed in India on 7 December 2023","Waste of money","1.0 out of 5 stars","","13","Processor","Core™ i9-14900K"
"R2X5JV3ZL3EUJX","Manas ranjan pani","What's the meaning of having a new chip when it provides no generational uplift except only thing that is better than last gen is the hefty power consumption if ur fine with that this will work fine but I think ur electricity bill is gonna sky rocket 3 to 5 % uplift for 15 % more money is not worth it rather buy 13 or 12 gen with some ddr5 ram will help you more or else get r7 7700 will provide less like 10 percent for 50 percentage less power draw ryzen is just better when it comes to desktop processor in efficiency and value for money","Reviewed in India on 25 October 2023","It's just a overclocked i7 13700k","2.0 out of 5 stars","","15","Processor","Core™ i7-14700K"
"R3CC79PFLSC7R3","BANGMOY CHAKRABORTY","Beast gaming world 2nd most powerful processor my set up has this processer and RTX 4070 16gb ram 2048gb(2tb) nvme m.2 ssd 850 watts pls buy it","Reviewed in India on 23 October 2023","Beast gaming 💪🐻","5.0 out of 5 stars","","2","Processor","Core™ i7-14700K"
"R3FDUGGXM9MMNC","Jose Antonio Fernandez","Buen procesador que te da para poder jugar y realizar trabajos de ofimática, renderización de video, etc","Reviewed in Spain on 16 May 2024","Buen procesador","5.0 out of 5 stars","","0","Processor","Core™ i5-14600KF"
"RUOGZ87REP9YP","jack","何をするにも早いですね！流石です！大満足です。","Reviewed in Japan on 23 February 2024","いやはや！早い！","5.0 out of 5 stars","","0","Processor","Core™ i9-14900KF"
"R2H58Q41SSJOBU","Gilles Lafortune","bonne decision pour mon ordi","Reviewed in Canada on 5 March 2024","Cool","5.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R216ZXRP7P8JJ","Gogo","Questo processore è una vera e propria potenza che soddisferà le esigenze dei gamer, degli utenti professionali e di coloro che cercano il massimo delle prestazioni nel proprio PC. Con una frequenza base di 3.6 GHz e una frequenza boost massima di 5.0 GHz consente di gestire efficacemente carichi di lavoro pesanti, rendendolo ideale per attività come il rendering video, il gaming e la produzione multimediale.Per i gamer più esigenti, il Core™ i7-14700KF offre prestazioni grafiche straordinarie grazie alla compatibilità con le schede grafiche più recenti e alle tecnologie avanzate come l'Intel® Deep Learning Boost, che migliora le prestazioni dell'intelligenza artificiale nei giochi e nelle applicazioni di realtà virtuale. Personalmente faccio anche molto editing video e non ho mai riscontrato problemi o rallentamenti con DaVinci Resolve o Premiere.Prezzo altino ma purtroppo oggi giorno i prezzi sono questi.","Reviewed in Italy on 19 March 2024","Prestazioni ottime: Recensione del processore Intel Core™ i7-14700KF","5.0 out of 5 stars","","0","Processor","Core™ i7-14700KF"
"R4LDCO2EHLFLN","Kinuyo","Bought this, worked great for about a week, then i started to get BSOD's, games and other programs crashing etc. I changed out the RAM, the Motherboard, GPU and even power supply because i couldn't believe the CPU was bad.... guess what it was the CPU.  They replaced it after fighting and the same issues happened again after a few days.  I never got the temp over 80c, this i9 has been having issues across the world and Intel refuses to to a product recall and actually fix it.  This might be the last intel CPU i buy.","Reviewed in the United States on 1 July 2024","unstable, has known issues","1.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R3VOG9YKX7VYWV","K. Promesse","I think I may have gotten a defective CPU because the processor doesn't work, installer tried three different motherboards to rule out pcie failure on board, and tested with different ram, could not get through booting to windows without BOD'ing.","Reviewed in the United States on 28 June 2024","Defective","1.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R203QV95912QXH","David Davidson","This thing is unstable and intel knows it, can’t run it above base profiles or it crashes constantly and intel still doesn’t know how to fix it. Everyone who bought this overpriced room heating device should be refunded at once","Reviewed in the United States on 16 June 2024","A blazingly hot unstable piece of trash","1.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R2O873071B53SB","Andre Luciano Rosario","Came a defective unit, every time that i tried to turn on my pc the CPU light turned on, I've also updated my BIOS, used DDR4 and DDR5 and didn't work. Return is in process.","Reviewed in the United States on 14 June 2024","Defective processor","1.0 out of 5 stars","","0","Processor","Core™ i7-14700K"
"R26SSDJXIKVW44","Jp","Ive tried both 13900k and 14900 k and have had issues with everything crashing games applications. I have changed multiple motherboard’s and ram kits very unstable. Dont recommend and or wish this stressful and painful struggle to anyone. I have tried many things and nothing absolutely nothing works","Reviewed in the United States on 13 June 2024","Unstable chips","1.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R2IEYEHR03CGLB","Steve R. Schamberger","It's fast, but it's not great for quality","Reviewed in the United States on 11 June 2024","Died after 4 months","1.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R219USP4VMVPB1","Antoine Sarkis","I received a defective i7 14700kThe system will nit run and keeps getting blue screen. I swapped it with a 12700k and everything worked just fine. I even tried it on another motherboard to make sure and the same problem happened. (For info both motherboards are 14th gen compatible )","Reviewed in Saudi Arabia on 9 June 2024","Defective item","1.0 out of 5 stars","","0","Processor","Core™ i7-14700K"
"R2SMGS7T70KOBI","David Silva","i just got mad oved the tumbling issue. The performance of the processor is fine.","Reviewed in the United States on 7 June 2024","the prosesor came loose, tumbling inside the box all the wat to my country.","3.0 out of 5 stars","","0","Processor","Core™ i7-14700KF"
"R3A0YKCD6ZFQHG","Clayton","Products work well but runs very hot. Tribal packaging tho the only Protection was a piece of crumpled paper. The cpu wasn't even in the packaging it had folen out and was just tumbling around the box when it arrived. luckily didn't have any noticeable damage though","Reviewed in the United States on 5 June 2024","Tribal packaging","1.0 out of 5 stars","","0","Processor","Core™ i9-14900KF"
"R2LTXK96CZV5QR","dino","Defective from manufacturer constant game crashes because of power throttle issue. Intel needs to recall this product and refund everyone.  I replaced every part on my new PC build only to find out the issues was this Intel CPU (amazon 30 day warranty had already expired by then).  I'm now having to wait for months attempting to get a refund from intel.  This is a well-known issue and Intel refuses to admit and recall product","Reviewed in the United States on 2 June 2024","Defective from manufacturer constant game crashes because of power throttle issue.","1.0 out of 5 stars","","0","Processor","Core™ i9-14900KF"
"R3JIR3LBAGQIRL","Shades 2000","System booted  fine with 2 ram sticks installed and it appeared that everything was fine at first but after some time issues started to show up.  Unfortunately this did not happen until the 30 day return policy elapsed.  At first I thought it was the motherboard or RAM.  But testing of different RAM ruled that out.  Bios updates to the motherboard did not help the issue.  Putting in a known good CPU allowed the final test of the motherboard and original system RAM and that all passed which indicates a issue with the CPU.  Now I'm waiting for Intel RMA process to have them test the CPU again and hopefully replace it.  When I did not have issues, it was a fast CPU, very impressed with that, just wish this showed up sooner.","Reviewed in the United States on 2 June 2024","Would be a great CPU but mine defective but it still booted and acted fine at first.","1.0 out of 5 stars","https://m.media-amazon.com/images/I/716yRxUmnKL.jpg
https://m.media-amazon.com/images/I/71Mp2S5yDaL.jpg
https://m.media-amazon.com/images/I/71fYHOafbTL.jpg","2","Processor","Core™ i7-14700K"
"RMHWL2Q0WQPJ7","Eric Heuyard","The 13th and 14th gen intel cpu chips are notorious for being unstable and low quality. While installation is easy, the chip may come with deficiencies that get worse over time.For the first couple months after install i would experience BSoD crashes and i was trying to diagnose. Now 2 months later the computer will no longer boot without BSoD. All other hardware has been replaced meaning the chip is absolutely the issue. Currently in the process of RMA negotiations with intel because diagnosis took longer than the amazon return window. So far their service has been slow to respond. Until intel admits to the faults in these generations and offers an actual fix i would suggest sticking to AMD. I wish i had.I personally never overclocked the card, never had the chance, it wasn't very stable on default settings. Had a ticket with intel since 3 days ago, they havent reaponded in 2 days. Buyer be ware...","Reviewed in the United States on 31 May 2024","Series known to have issues","1.0 out of 5 stars","","2","Processor","Core™ i9-14900KF"
"RF3SWLPDGWR7D","Fernando Moreno","El producto era de importación, entiendo que pudieran haber abierto la caja, pero llegó incluso con restos de pasta térmica, por lo que debió haber sido usado o era uno que regresaron. La incógnita de no saber que tanto estrés se le metió al procesador antes de enviarlo es complicada, cuando se esperaba un producto nuevo.Actualización: El procesador en efecto venía dañado, el primero problema fue que impedía la instalación de Windows. La forma de verificar la falla fue entrando a la BIOS y desactivando todos los cores, a posterior fui activando uno por uno. Con un solo núcleo permitió instalar Windows, el resumen fue: todos los E-cores funcionaban, de los P-Cores estaban dañados el 4, 6 y 7 ya que al encender cualquiera de esos tres desde la BIOS, generaba pantallas azules, se freezeaba o cerraba programas aleatoriamente.No descarto que el tema haya sido un problema de fábrica, pero desde que llegó con pasta térmica en los bordes, me hacía sospechar que había algo malo con el procesador, ya se realizó la solicitud de reembolso.","Reviewed in Mexico on 28 May 2024","No era nuevo","1.0 out of 5 stars","https://m.media-amazon.com/images/I/81UL6QpBmNL.jpg
https://m.media-amazon.com/images/I/81vumg3XW3L.jpg","0","Processor","Core™ i9-14900K"
"R1AIZNMSBCOT3Z","JPL","Works as advertised.","Reviewed in the United States on 24 May 2024","Good benchmarking","5.0 out of 5 stars","","0","Processor","Core™ i7-14700K"
"R3J4RWC773W0BG","Kindle Customer","Installed on an Asus Z790 Hero motherboard, the system was unstable when attempting to undervolt the CPU, and tweaking settings never stabilized it. Hopefully, Intel will release more stable silicon in their next generation.","Reviewed in the United States on 20 May 2024","Unstable Out Of The Box.","1.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R38LEZYLV1XFRN","yzy","i like it","Reviewed in the United States on 19 May 2024","very good","5.0 out of 5 stars","","0","Processor","Core™ i9-14900KF"
"R3CYO79U1JTY4T","HB","This CPU is a scam. I spent four months debugging my new system, went through three motherboards, two sets of RAM and countless hours of debugging and trying, just to figure out that this CPU is garbage. I can't get my system stable, it keeps failing. This CPU is so overclocked that it does not run stable. Ever. Safe your money, times and nerves and stay as far away from this CPU as you can. I will never buy Intel again.","Reviewed in the United States on 18 May 2024","Absolute scam, stay away!","1.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R1RXUENEY9FAE6","Andre Lup","This CPU is a piece of garbage. Can’t run most games without special settings that are all different from each other depending on the game. Don’t buy this worthless CPU. Was better off sticking with my 10th gen I7","Reviewed in the United States on 17 May 2024","SO MANY PROBLEMS","1.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R1AV8B5I1XEHNK","Cliff Jones","this is kinda good for my GPU","Reviewed in the United States on 15 May 2024","Mid end processor","5.0 out of 5 stars","","0","Processor","Core™ i7-14700K"
"R3T7LYZ10XISCD","Kam Stewart","upgraded my pc from a 8700k to this bad boy. exceptional speeds and performance. temps are good and tasks are loading super fast !","Reviewed in the United States on 12 May 2024","huge upgrade","5.0 out of 5 stars","https://m.media-amazon.com/images/I/71mQTqClw0L.jpg","0","Processor","Core™ i7-14700K"
"R1LNG0FRC75E0R","rodolfo wladimir romero cortez","no calineta mucho pero utilizo un radiador 360 corsair","Reviewed in the United States on 12 May 2024","i7 14700k es bueno no calienta mucho","5.0 out of 5 stars","","0","Processor","Core™ i7-14700KF"
"R14HVOAEGBMV9G","Nicholas","This CPU is a absolute monster.  Period.  i love it .  i have it paired with a 4080 super.  Any new game i can usually pull 300 fps on any game!","Reviewed in the United States on 10 May 2024","I9 14th Gen nest CPU on market !!!!","5.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R2QPALYEVJPJHF","Yuxin Peng","Works well on my new PC","Reviewed in the United States on 9 May 2024","Highly recommended","5.0 out of 5 stars","https://m.media-amazon.com/images/I/81HuqC3zPTL.jpg","0","Processor","Core™ i7-14700KF"
"RAIUW36TG7KF9","Justin","Brand new chip doesn’t even work. How’d are these for sale? Returned this. Amazon received this almost one month ago and still hasn’t issued a refund.","Reviewed in the United States on 7 May 2024","Was a loyal intel consumer until this.","1.0 out of 5 stars","","0","Processor","Core™ i9-14900KF"
"R1AD0KXY0JD3HS","Amazon Customer","This Intel 14700K is phenomenal! Lightning-fast speeds and seamless performance make every task a breeze. Whether I'm gaming, streaming, or working, it handles everything with ease.","Reviewed in the United States on 6 May 2024","Perfect for gaming and streaming in 2024.","5.0 out of 5 stars","","0","Processor","Core™ i7-14700K"
"R3J2IBWP5Y8XCF","Justin","I was thinking, i am building my first major rig and wanted a beast of a processor. Wiff. this thing has the stability of someone on a unicycle on a tramploine. somedays its all good, others.. well i think you can imagine.","Reviewed in the United States on 5 May 2024","Smh","2.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"RIEDDUYR268EC","Jesse Ryan Peterson","This beauty does exactly what it says, super fast overclocking her to 6 GHz run smooth.","Reviewed in the United States on 4 May 2024","Gaming God","5.0 out of 5 stars","https://m.media-amazon.com/images/I/61oLpUpPFVL.jpg","0","Processor","Core™ i9-14900KF"
"R3UE0NJOCCIM6F","KTS","I have this CPU on an ASUS z790 Hero MB with a H150i 360mm AIO cooler. This cpu temp spikes and throttles like crazy under high load. Using Thermal Grizzly paste as well. I have built competition systems for over a decade. This is not normal... Been following the online ""declocking"" and ""undervolting"" and that is unacceptable.","Reviewed in the United States on 4 May 2024","Gets uncontrollably hot","2.0 out of 5 stars","","0","Processor","Core™ i9-14900KF"
"RLDV5RR2BMCP8","Zamo’s","Intel I7 processor was delivered with the open box and with tape on it. When I bought It says that the I7 was brand new. Very disappointed for the right price I paid for it.","Reviewed in the United States on 4 May 2024","New Intel I7 was delivered with the open and taped box","1.0 out of 5 stars","https://m.media-amazon.com/images/I/71NHEOqU8aL.jpg
https://m.media-amazon.com/images/I/71gkO6E6dGL.jpg
https://m.media-amazon.com/images/I/81h+mPCkmVL.jpg","0","Processor","Core™ i7-14700K"
"R1A9OM6HFH6L26","SHL1","I have written a couple of dozen reviews on Amazon and this is only my second negative review.  I placed an order for a brand new Intel 14700K CPU from Amazon and it arrived as an Open Box (the factory seal had been cut and the processor was jammed into the packaging at an odd angle.  I installed it in my system and it would not boot - did not even get past the POST testing.  I uninstalled it and send back for a refund with a note that it was an open box and was defective.I give this only a single star across all categories as the processor arrived in an open box (I paid full price for a new CPU) and did not work in my system (it was defective on arrival) - it's a month later and I still have not received a refund.  I purchased an identical CPU from another source and that CPU booted up with no issues (it is running the PC I am typing this review on) so clearly an issue with the quality of the product that Amazon shipped to me.","Reviewed in the United States on 3 May 2024","BUYER BEWARE","1.0 out of 5 stars","","3","Processor","Core™ i7-14700K"
"R13ZTFTWOB18UQ","Cpu was not in the box as it was advertised. Cam in a cardboard box. Sealed in a plastic wrapped. Without instructions ","Because of the crash problem and we are told to turn down the performance in the CPU, We are not getting the performance we paid for. INTEL is saying it's the motherboard, and the motherboard is saying it's INTEL. we are not getting what we paid for, I think they should recall and give us a refund 🤔 what a waste.","Reviewed in the United States on 3 May 2024","Regret, should have go AMD","3.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R3OE9UM2LRC6EZ","frank_calderon","por la compra del procesador decía que regalaban un juego  no veo ningún código de canjede resto Intel es Intel lo mejor del mercado","Reviewed in the United States on 1 May 2024","bueno","5.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R1MYGDPNCV8MPX","Amazon Customer","Didn't get to use this because the motherboard I ordered with it was D.O.A. Not the seller's fault, of course. I ended up refunding.","Reviewed in the United States on 29 April 2024","Seems fine, though I never got to use it.","5.0 out of 5 stars","","0","Processor","Core™ i9-14900KF"
"R265JWP8WUOURX","Brayan alberto perez","I love it.","Reviewed in the United States on 29 April 2024","Thank you.","5.0 out of 5 stars","","0","Processor","Core™ i7-14700KF"
"RR2I696Y2TAM1","Bigrob","Must have 360mm water cooler for this cpu it runs very hot fast! My 260mm wasn’t enough to cool it down at all while gaming!","Reviewed in the United States on 29 April 2024","Very fast Cpu","5.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R2HXQQU5M8ZF3A","Core i7 14700kf","New, great product, came as described and very fast at the same day!","Reviewed in the United States on 28 April 2024","Great product!","5.0 out of 5 stars","","0","Processor","Core™ i7-14700KF"
"R3J6MZW2399O76","Sarah Lucas","Intel has pushed these 13th and 14th Gen i9's way too far in an effort to keep up with AMD. They come out of the box with maxed out settings, including a nearly unlimited 5000w (yes, thousand) available power draw. Intel customer support will ask you to manually configure the BIOS to a setting that effectively renders it a very expensive i7. Wait until they get this fixed, if it's even possible, unless you just really like underclocking and BSODs","Reviewed in the United States on 27 April 2024","Incredibly unstable","1.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"RM11IBPVZ17RK","Ultima","I have used this for my build and 3 others, didn't realize what the F is for...Get the K, it's not much more and worth the extra. That being said, this beast will do everything you want it to do and more.","Reviewed in the United States on 24 April 2024","GET THE 14700K","5.0 out of 5 stars","","0","Processor","Core™ i7-14700KF"
"R1GV1TL8F1B2EF","Mr. Fox","The one received was a silicon lottery loser that required excessive and abnormally high voltage and had horrible SP-ratings. It was returned because the poor silicon quality made it unsuitable for the purpose for which it was purchased. I purchased a 14900KF from Amazon to replace it and it was equally poor quality and had to go back. Intel needs to cull their trash samples and sell them at a lower price. A CPU that needs 1.500V to run stock turbo clocks is unacceptable and impossible to properly cool.","Reviewed in the United States on 22 April 2024","Poor Silicon Samples","2.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R10BHO8154FBMK","jebbook","Works - what else is needed?  a little expensive.","Reviewed in the United States on 20 April 2024","it works","5.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R3F9GNKX1BOL4D","J","I previously purchased the 13th Gen version of this processor and it had a defect. Intel was very good at getting a refund sent via RMA, although it took awhile. I purchased this version instead and was pleasantly surprised to see all of my issues resolved. The CPU can handle almost everything thrown at it. Certainly a good purchase and better than the 13th gens that seem to have more issues.","Reviewed in the United States on 18 April 2024","Better than 13th gen","5.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R1M26QHSSRS8VR","Scarlet","This CPU is POWERFUL! It ran smoother and was able to open/load programs much faster than my Ryzen 7 5700G. Had no issues cooling this beast of a CPU with a 280mm AiO. If money wasn’t an issue for me, I would definitely buy another 14900K just to keep as a little souvenir hahaha.","Reviewed in the United States on 17 April 2024","Powerful CPU!","5.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R1FEWHJHKMB8PD","Nathan","I'm a game developer and decided to switch from AMD to Intel for my latest build. The amount of problems this CPU has caused me has cost me hundreds of hours of work. I've been building computers for over 20 years and this is by far the absolute worst component of all time. E cores will cause instability in almost every multithreaded application, clocking has to be severely limited to avoid blue screen of death, Intel Extreme Tuning Utility is borderline malware, and the high thread count is just deceptive marketing because 1/3 of the cores are laptop grade. It gave the illusion of stability through the return period so I'm now stuck with a $500 paper weight CPU and motherboard.","Reviewed in the United States on 17 April 2024","A Carefully Engineered Nightmare","1.0 out of 5 stars","","2","Processor","Core™ i9-14900KF"
"R1MULU9MNZ9B0R","Amazon Customer","Where do I begin... In between the stability issues this causes, the blue screens of death, the fact that you can't run even Minesweeper due to the problems this processor causes, the ""lack of video resources"" not caused by the GPU but rather by the CPU, the constant need for undervolting of a so-called high end chip, the overheating of the processor, the fact that Intel stayed quiet about this and STILL hasn't taken any action so far, that so many customers have been forced to ask for returns, or the fact that this was hushed for so long that it'll be a miracle to get a refund... Disappointment is still too light a term to refer to what went on with these processors. Honestly, this already falls within a product recall territory, and it's both a scam and an insult to every potential customer out there.","Reviewed in the United States on 13 April 2024","AVOID THIS PROCESSOR AT ALL COSTS / 13th/14th gen Intel i7-i9 issues","1.0 out of 5 stars","","4","Processor","Core™ i9-14900K"
"R1D0S9BANHB7E","Brian Lees","overall intel is great for a work station, HOWEVER the 14 series is stupid as hell... it offers NO benefit in 99.9% of situations over 13 series... I upgraded from a 12700k, and saw only minor improvements, and at the expense of power cost. My desktop now idles at 150-250 watts... before with my 12700k it was idling at like half that. in most cases a lot of people wont care, however being forced to live in a high cost of living state like CA, where electricity is $0.44 per kwh, that means just idling is costing me 0.11 per hour, that's $1000 a year just in idling... plus all the electricity my house uses. I'm only here temporarily (military) and will be moving as soon as retire, but its something to note.On top of that, its a straight refresh of the older 13th gen, and they blocked APO for the 13th and 12th gen and aren't working on getting it working across the board (only minor useless titles no one honestly cares about)...If it was a bit cheaper to go AMD, I would have went to a 7800x3d, but that would have cost me about 900 just to switch, due to having to buy new RAM (still on DDR4, 3600mhz/CL14) and Motherboard...There's also the constant issue of certain games/programs just refusing to run in Multithread/Multicore, or using the E-cores inappropriately. Intel really needs to sort out this trash...","Reviewed in the United States on 3 April 2024","Horrible Efficiency","1.0 out of 5 stars","","6","Processor","Core™ i7-14700K"
"R35GBEWHBTWQI1","Amazon Kunde","Verpackung beschädigt, CPU war gebraucht und defekt. Warte seit 2 Wochen auf Erstattung des Betrags.","Reviewed in Germany on 31 March 2024","Defekt","1.0 out of 5 stars","","0","Processor","Core™ i7-14700K"
"R1NO8PKF30WJ5G","Alex","CPU1 fails CPU Float test from Intel's diagnostic tools. This also never came with the signature Intel stickers, thus leading me to believe the item was repackaged after a return. I will be filing an RMA to deal with this as I wasn't able to figure this out inside the 30 day window","Reviewed in the United States on 30 March 2024","Re-packaged, broken CPU","1.0 out of 5 stars","","0","Processor","Core™ i7-14700K"
"R3GWBCV6GTBU5U","Ada","Failed CPU after only a week of building the pc. Came in a slightly damaged package but thought it would still be okay. Did not have enough time to return or replace because of the time that it took to troubleshoot the issue.","Reviewed in the United States on 28 March 2024","Did not work","1.0 out of 5 stars","","0","Processor","Core™ i7-14700K"
"R2X808MECE9CZM","David S.","I received a processor in an Intel I box.No markings on the processor itself. Thermal paste residue still on the processor.  This is crazy!!!","Reviewed in the United States on 21 March 2024","Not sure what CPU I received","1.0 out of 5 stars","https://m.media-amazon.com/images/I/61m+3NwR5TL.jpg
https://m.media-amazon.com/images/I/71T+TLWfniL.jpg","0","Processor","Core™ i7-14700KF"
"RQBOPJ2G1J3QR","Mark","I've been a lifetime Intel diehard fan but man they really pushed a disappointing product out. This thing gets HOT, I've been building computers for a while but I've never seen a CPU regularly spike to 100 C with liquid cooling. My previous 8700k ran great and was fulling overclocked to 4.8GHz and I never saw anything higher than 78 C under 100% load. I was so sketched out by seeing the 14700k temps that I ran Intel's CPU diagnostic software and I couldn't even finish it! The temps got to a steady 93-100 C while testing so I had to cancel it and let the CPU cool down.I even tried some gaming with it and while playing Helldivers 2 at ""High/Medium"" settings It liked to hover at 95C and spiked constantly. This caused thermal throttling and game stutters followed with it. Even while at the desktop fully idle my temps would spike around from 25 C all the way up to 70 C. The reason for this is the new LGA 1700 socket ILM, you have to buy, replace, and correctly torque a WHOLE new socket brace just so you can kind of tame this CPU.I remember when Intel was known for keeping cool and AMD for getting hot. That's not the case anymore and I'm so disappointed because Intel was my go to with every single PC I ever built.","Reviewed in the United States on 20 March 2024","BEWARE of the New LGA 1700 Socket","1.0 out of 5 stars","","3","Processor","Core™ i7-14700KF"
"R1S9COH4SRAQHY","Kal","I’ve always used Intel, as my experiences with AMD have never been great. Wanted to upgrade from my 8700K as I’m doing a lot more rendering/3D work and I need the extra cores and performance. I thought I did my due diligence and picked out ram that was compatible with my motherboard, a suitable CPU cooler, etc to ensure a smooth upgrade.Ultimately was met with so much instability, crashes, high power usage and heat. The instability seemed incurable so I returned everything and switched to the 7950x3d… and it just worked straight out of the box, runs so much cooler and less power draw, with no crashes. It’s not as fast as the 14900k in my tasks, but the other benefits out weigh the decrease in performance.","Reviewed in the United States on 19 March 2024","Lost me as a customer","1.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R8R65MB51Q8A3","Aly0110","The listing for this product claims that you don't need a discrete graphics card. This is incorrect, the KF model does not bring an onboard graphics card. This wasted my time and slowed down the timeline for my NAS build by 3 whole days. Thanks.","Reviewed in the United States on 14 February 2024","Inaccurate listing","1.0 out of 5 stars","","0","Processor","Core™ i9-14900KF"
"RTCKO66TWTPGX","Mr. Migraine","UPDATE: Been at this for days and days. Intel core i9-14900k on ASUS z790 Strix is a BSOD MACHINE. Previouslyit would run for many minutes. Now it barely goes one ir two minutes before freezing and a BSOD. Now I'm doing ASUS BIOS MemTest86 so far so good (for the RAM).While Windows 11 Pro was working I did the Memory Diagnostics and it said it passed. So either the CPU or the Motherboard is bad.New ASUS Z790 Strix, with new Intel i9-14900k, with new T700 2TB Gen5 PCIE 5 NVME M2, and new 64GB DDR5 6400 RAM, with Runs Windows 11 Pro. All drivers up and Windows are up to date.I've not done any overclocking or XMP in the bios to push the RAM 4000Mhz to the advertised 6400. I avoided buying RAM that can go 8000Mhz with XMP because there are so very many failures with those--and I wanted 8000 because I wanted a system with no bottlenecks as much as possible.Runs great for about 5 to 30 minutes. Temps run from 30s to 50s to high 80s bouncing up and down like normal. Then BOOM BSODs.I will do tests including memory, cpu, and double check drivers.Most websites point to a CPU issue. Some mention RAM or drivers.I'm either going to solve this issue or return this i9-14900 CPU and replace it with an i9-13900.I hope to remember this review and update it with success info.","Reviewed in the United States on 28 January 2024","UPDATED: BSOD CPU: CLOCK_WATCHDOG_TIMEOUT","1.0 out of 5 stars","https://m.media-amazon.com/images/I/611uUKIH0qL.jpg
https://m.media-amazon.com/images/I/61ADW11skpL.jpg
https://m.media-amazon.com/images/I/61WzcfwEK2L.jpg
https://m.media-amazon.com/images/I/61lPKICF2hL.jpg
https://m.media-amazon.com/images/I/61rY9gWcC4L.jpg
https://m.media-amazon.com/images/I/61sxzgUqT1L.jpg","18","Processor","Core™ i9-14900K"
"RGZCSI5TZ41DJ","Erebus","While you are installing windows, when you get stuck on finding a network but no networks are listed and it won't let you continue. This is because Windows 11 doesn't support your built in LAN/Wi-Fi drivers.The solution for this is to hitShift+F10 which will bring up the command prompt window. From here you typeOOBE\BYPASSNRO which will re-enable the ""I don't have internet"" option.This will let you continue installing windows.Now you can troubleshoot your network from windows.","Reviewed in the United States on 30 December 2023","Windows install wants a network but no network is listed","1.0 out of 5 stars","https://m.media-amazon.com/images/I/41URsMf1U1L.jpg","15","Processor","Core™ i7-14700KF"
"R3A48E3U5WJ7IZ","conner wells","Faulty cpuThey aren’t properly tested before shippingPc booted into windows but couldn’t handle any intensive tasks unless a dedicated gpu wasn’t installed","Reviewed in the United States on 22 December 2023","Faulty","1.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
