"id","profileName","text","date","title","rating","images","helpful","variant:pattern","variant:style"
"R2B75A8KKM7YFY","AK","This processor is a speed demon. Gaming, editing, encoding, and whatever else you can think of, it can handle. The performance is there. The value for money is quite good too. Unless you really want top of the line, this chip effectively eliminates the i9 from consideration. 20 cores. 8P and 12E. Boost up to 5.6GHz on 2 threads. I swapped a 12600K for this part and I'm still kinda staggered at just how fast it is in heavily threaded apps. This is a perfect upgrade chip for somebody on an older 12th gen i5 or lower. I wouldn't consider building new with it however.There's a cost to this CPU though. Heat. And power draw. I have an Arctic Liquid Freezer III 360 AIO on this chip, and even with a sizable undervolt, it still throttles at around 230W running 100C. It feels like this chip is almost uncoolable. Unless you go full custom liquid cooling or something. I considered a large air cooler for this chip and I'm glad I went with an AIO. Buyer beware. This thing runs hot. It's also incredibly fast. If you can cool it this thing will fly.","Reviewed in the United States on June 2, 2024","Insane performance at a cost","4.0 out of 5 stars","","2","Processor","Core™ i7-14700K"
"R3E3ZCB7W9I1J0","J","I built 3 systems using 14900 series. They all had serious stability problems when in use.  After researching for weeks and reinstalling OS with no better result.  I finally disabled overclocking ""AI overclocking"", which was running as high as 1.6v.  I also found a BIOS setting after running some tools and set it INTEL FAIL SAFE.  this allowed me to run the AVX2 stress test successfully.  It basically throttles the chip.I can't tell you the frustration this caused figuring this out.  Everything from chrome browsers to Adobe CS would crash randomly for no apparent reason every few minutes while all ""tests"" showed it was fine.  I lowered my refresh rate to 60 from 120, killed AI overclocking and set the INTEL setting and now have a very stable system. It outperforms my 5950x when encoding, which is impressive.  It does run HOT even with water cooling.  IF I had it to do over again, I would avoid 13000 and 14000 chips as there is a OODLE issue as well when it comes to gaming with Unreal 5.  Basically an unfixable hardware flaw that affects some chips.Here's the thing, you will not notice a difference as nothing I use with the exception of HANDBRAKE, ever comes close to maxing out the chip when in use.  Adobe CS uses my 3080ti and the intel quicksync iGPU simultaneously which rarely went above 40%, and usually was around 15-20 when editing.  HW encodes for HD were at 350fps, software, 250, intel 300.  So a small advantage in Adobe CS is why I went with the 14900K vs KF.System was using ""AI overclocking"" pushing it to 6.2 roughly single core.  Disabled in BIOS now.Specs: Asus z290a Wifi II, Corsair 96GB DDR5 5600, Samsung 990 Pro, CPU Water cooled, 3080tiSo the ""K"" is basically useless for me at this point and don't see myself doing it manually as it's just not worth it to me.  That said, when stable, it's a very capable chip.","Reviewed in the United States on January 11, 2024","Fast, but unstable when overclocked.","4.0 out of 5 stars","","9","Processor","Core™ i9-14900KF"
"RVXXWX1GGB3GX","Tatiana Lopez","This is something that a lot of people do not understand about processors. If you put too much voltage you are going to damage it. I want to delid it but I don't see the need and here is whyEven if I can get it 20 degrees cooler it will not matter It will still need 3.5 to 4.2 volts to stay stable at advertised speeds.I am running it @ 5.4 GHZ all P cores and this thing is unbelievably reliable . And maybe 10 seconds extra to render vs 5.7 to 6.0 GHZI get the point that ppl want to have the Bragging rights to say that it runs that fast but it will gwt damaged guaranteed 400 watts is a lot for that little unit. I think that 5.4 5.3 5.2 is more than enough specially when you have a total of 32 threads and gaming is practically single threaded . And most games are GPU bound. I only use it in the gaming department for Flight simulator and have not seen it above 68 degrees.I had a 4770 k and still running strong at 4.5 GHZ in a very small case.Intel is a beast and this I 9 is very good . Future proof for at least 5 years to come .Note. I have delided at least 20 cpus and the ones that got damaged were the ones that got a lot of voltage . They are very heat resistant but voltage just kills them .I have been running this cpu 24 /7 not an issueNot a blue screenJust underclock and undervolt and you are good to go This thing is a monster .","Reviewed in the United States on May 22, 2024","I MADE IT WORK","5.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R4LDCO2EHLFLN","Kinuyo","Bought this, worked great for about a week, then i started to get BSOD's, games and other programs crashing etc. I changed out the RAM, the Motherboard, GPU and even power supply because i couldn't believe the CPU was bad.... guess what it was the CPU.  They replaced it after fighting and the same issues happened again after a few days.  I never got the temp over 80c, this i9 has been having issues across the world and Intel refuses to to a product recall and actually fix it.  This might be the last intel CPU i buy.","Reviewed in the United States on July 1, 2024","unstable, has known issues","1.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R3VOG9YKX7VYWV","K. Promesse","I think I may have gotten a defective CPU because the processor doesn't work, installer tried three different motherboards to rule out pcie failure on board, and tested with different ram, could not get through booting to windows without BOD'ing.","Reviewed in the United States on June 28, 2024","Defective","1.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R203QV95912QXH","David Davidson","This thing is unstable and intel knows it, can’t run it above base profiles or it crashes constantly and intel still doesn’t know how to fix it. Everyone who bought this overpriced room heating device should be refunded at once","Reviewed in the United States on June 16, 2024","A blazingly hot unstable piece of trash","1.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R14AISEBPIO3P8","Anna","Overall, the 14900 is insanely good CPU, but I have to rate it 1 star, because I got defective CPU (can't play any game, it crashes all the time).Can't even return or replace because the order is not from USA, and I got the item very late and return windows is already closed.Thought Intel announcing that the 13 & 14th I9 have manufacturing defect would help. Talked with live support, but they don't care at all (they just say return windows is closed).","Reviewed in the United States on June 15, 2024","CPU is defective","1.0 out of 5 stars","","0","Processor","Core™ i9-14900KF"
"R2O873071B53SB","Andre Luciano Rosario","Came a defective unit, every time that i tried to turn on my pc the CPU light turned on, I've also updated my BIOS, used DDR4 and DDR5 and didn't work. Return is in process.","Reviewed in the United States on June 14, 2024","Defective processor","1.0 out of 5 stars","","0","Processor","Core™ i7-14700K"
"R26SSDJXIKVW44","Jp","Ive tried both 13900k and 14900 k and have had issues with everything crashing games applications. I have changed multiple motherboard’s and ram kits very unstable. Dont recommend and or wish this stressful and painful struggle to anyone. I have tried many things and nothing absolutely nothing works","Reviewed in the United States on June 13, 2024","Unstable chips","1.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R2IEYEHR03CGLB","Steve R. Schamberger","It's fast, but it's not great for quality","Reviewed in the United States on June 11, 2024","Died after 4 months","1.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R2SMGS7T70KOBI","David Silva","i just got mad oved the tumbling issue. The performance of the processor is fine.","Reviewed in the United States on June 7, 2024","the prosesor came loose, tumbling inside the box all the wat to my country.","3.0 out of 5 stars","","0","Processor","Core™ i7-14700KF"
"R3A0YKCD6ZFQHG","Clayton","Products work well but runs very hot. Tribal packaging tho the only Protection was a piece of crumpled paper. The cpu wasn't even in the packaging it had folen out and was just tumbling around the box when it arrived. luckily didn't have any noticeable damage though","Reviewed in the United States on June 5, 2024","Tribal packaging","1.0 out of 5 stars","","0","Processor","Core™ i9-14900KF"
"R2LTXK96CZV5QR","dino","Defective from manufacturer constant game crashes because of power throttle issue. Intel needs to recall this product and refund everyone.  I replaced every part on my new PC build only to find out the issues was this Intel CPU (amazon 30 day warranty had already expired by then).  I'm now having to wait for months attempting to get a refund from intel.  This is a well-known issue and Intel refuses to admit and recall product","Reviewed in the United States on June 2, 2024","Defective from manufacturer constant game crashes because of power throttle issue.","1.0 out of 5 stars","","0","Processor","Core™ i9-14900KF"
"R3JIR3LBAGQIRL","Shades 2000","System booted  fine with 2 ram sticks installed and it appeared that everything was fine at first but after some time issues started to show up.  Unfortunately this did not happen until the 30 day return policy elapsed.  At first I thought it was the motherboard or RAM.  But testing of different RAM ruled that out.  Bios updates to the motherboard did not help the issue.  Putting in a known good CPU allowed the final test of the motherboard and original system RAM and that all passed which indicates a issue with the CPU.  Now I'm waiting for Intel RMA process to have them test the CPU again and hopefully replace it.  When I did not have issues, it was a fast CPU, very impressed with that, just wish this showed up sooner.","Reviewed in the United States on June 2, 2024","Would be a great CPU but mine defective but it still booted and acted fine at first.","1.0 out of 5 stars","https://m.media-amazon.com/images/I/716yRxUmnKL.jpg
https://m.media-amazon.com/images/I/71Mp2S5yDaL.jpg
https://m.media-amazon.com/images/I/71fYHOafbTL.jpg","2","Processor","Core™ i7-14700K"
"RMHWL2Q0WQPJ7","Eric Heuyard","The 13th and 14th gen intel cpu chips are notorious for being unstable and low quality. While installation is easy, the chip may come with deficiencies that get worse over time.For the first couple months after install i would experience BSoD crashes and i was trying to diagnose. Now 2 months later the computer will no longer boot without BSoD. All other hardware has been replaced meaning the chip is absolutely the issue. Currently in the process of RMA negotiations with intel because diagnosis took longer than the amazon return window. So far their service has been slow to respond. Until intel admits to the faults in these generations and offers an actual fix i would suggest sticking to AMD. I wish i had.I personally never overclocked the card, never had the chance, it wasn't very stable on default settings. Had a ticket with intel since 3 days ago, they havent reaponded in 2 days. Buyer be ware...","Reviewed in the United States on May 31, 2024","Series known to have issues","1.0 out of 5 stars","","2","Processor","Core™ i9-14900KF"
"R1WK2JCTD5ZG2N","Andrés E.","Va de maravilla con mi gigabyte eagle z790 ax tamaño ATX y 32 gb DDR5 viper a 5.600mhz. La clave para mantenerlo fresco es un buen case/gabinete y una refrigeración líquida buena. Ese poder multitarea y potencia cuando se le exigen si se puede notar!!","Reviewed in the United States on May 29, 2024","Potencia salvaje, controla la temperatura con una refrigeración líquida para estar en 40°","5.0 out of 5 stars","https://m.media-amazon.com/images/I/71I2bwfceIL.jpg
https://m.media-amazon.com/images/I/71u93tIjuGL.jpg","0","Processor","Core™ i7-14700KF"
"RJIUK3GQO0TUC","Skyler munson","Did not boot, need to return for warranty","Reviewed in the United States on May 29, 2024","Did not boot, need to return to warranty.","1.0 out of 5 stars","https://m.media-amazon.com/images/I/71V4qAEu-xL.jpg","0","Processor","Core™ i9-14900KF"
"R3J4RWC773W0BG","Kindle Customer","Installed on an Asus Z790 Hero motherboard, the system was unstable when attempting to undervolt the CPU, and tweaking settings never stabilized it. Hopefully, Intel will release more stable silicon in their next generation.","Reviewed in the United States on May 20, 2024","Unstable Out Of The Box.","1.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"RN2YPTX2TQC5T","Christopher","purchased the i9 CPU six months ago with high expectations for top-tier performance. Initially, it lived up to those expectations, running smoothly for about four months. However, my experience took a turn for the worse when instability issues began to plague my system.Games started crashing randomly to the desktop, and I encountered frustrating VRAM errors in Fortnite, which are known issues with 13th and 14th gen i9 CPUs. I soon realized that my motherboard's default settings were likely to blame, as they inadvertently cooked my CPU, causing it to degrade rapidly over a short period. Despite my efforts to disable overclocking features like ASUS Multicore Enhancement, the motherboard continued to apply overclocks, exacerbating the problem.In response to widespread complaints, Intel and motherboard manufacturers released BIOS updates touted to fix the issue by reducing power limits, known as the Intel Baseline Defaults profile. Initially, this seemed to restore stability to my system, but the respite was short-lived. After about a month, the same issues resurfaced, casting doubt on the effectiveness of the solution.I am currently dealing with Intel support over this CPU, and I have a case number with them as we work to resolve the ongoing issues. The fact that these issues are still ongoing and Intel is actively investigating the root cause speaks to the severity and complexity of the problem.Based on my experience and the prevalence of similar issues, I urge potential buyers to think carefully before investing in the i9 CPU. Considering the reported stability of i7 CPUs, it may be a safer choice for those prioritizing reliability.","Reviewed in the United States on May 19, 2024","i9 CPU Instability and Degradation - Buyer Beware","1.0 out of 5 stars","https://m.media-amazon.com/images/I/31K4AKRGQJL.jpg
https://m.media-amazon.com/images/I/51+9BApvXfL.jpg
https://m.media-amazon.com/images/I/61pCpQ7cpzL.jpg","0","Processor","Core™ i9-14900K"
"R3CYO79U1JTY4T","HB","This CPU is a scam. I spent four months debugging my new system, went through three motherboards, two sets of RAM and countless hours of debugging and trying, just to figure out that this CPU is garbage. I can't get my system stable, it keeps failing. This CPU is so overclocked that it does not run stable. Ever. Safe your money, times and nerves and stay as far away from this CPU as you can. I will never buy Intel again.","Reviewed in the United States on May 18, 2024","Absolute scam, stay away!","1.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R1RXUENEY9FAE6","Andre Lup","This CPU is a piece of garbage. Can’t run most games without special settings that are all different from each other depending on the game. Don’t buy this worthless CPU. Was better off sticking with my 10th gen I7","Reviewed in the United States on May 17, 2024","SO MANY PROBLEMS","1.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"RAIUW36TG7KF9","Justin","Brand new chip doesn’t even work. How’d are these for sale? Returned this. Amazon received this almost one month ago and still hasn’t issued a refund.","Reviewed in the United States on May 7, 2024","Was a loyal intel consumer until this.","1.0 out of 5 stars","","0","Processor","Core™ i9-14900KF"
"R3J2IBWP5Y8XCF","Justin","I was thinking, i am building my first major rig and wanted a beast of a processor. Wiff. this thing has the stability of someone on a unicycle on a tramploine. somedays its all good, others.. well i think you can imagine.","Reviewed in the United States on May 5, 2024","Smh","2.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R3UE0NJOCCIM6F","KTS","I have this CPU on an ASUS z790 Hero MB with a H150i 360mm AIO cooler. This cpu temp spikes and throttles like crazy under high load. Using Thermal Grizzly paste as well. I have built competition systems for over a decade. This is not normal... Been following the online ""declocking"" and ""undervolting"" and that is unacceptable.","Reviewed in the United States on May 4, 2024","Gets uncontrollably hot","2.0 out of 5 stars","","0","Processor","Core™ i9-14900KF"
"RLDV5RR2BMCP8","Zamo’s","Intel I7 processor was delivered with the open box and with tape on it. When I bought It says that the I7 was brand new. Very disappointed for the right price I paid for it.","Reviewed in the United States on May 4, 2024","New Intel I7 was delivered with the open and taped box","1.0 out of 5 stars","https://m.media-amazon.com/images/I/71NHEOqU8aL.jpg
https://m.media-amazon.com/images/I/71gkO6E6dGL.jpg
https://m.media-amazon.com/images/I/81h+mPCkmVL.jpg","0","Processor","Core™ i7-14700K"
"R1A9OM6HFH6L26","SHL1","I have written a couple of dozen reviews on Amazon and this is only my second negative review.  I placed an order for a brand new Intel 14700K CPU from Amazon and it arrived as an Open Box (the factory seal had been cut and the processor was jammed into the packaging at an odd angle.  I installed it in my system and it would not boot - did not even get past the POST testing.  I uninstalled it and send back for a refund with a note that it was an open box and was defective.I give this only a single star across all categories as the processor arrived in an open box (I paid full price for a new CPU) and did not work in my system (it was defective on arrival) - it's a month later and I still have not received a refund.  I purchased an identical CPU from another source and that CPU booted up with no issues (it is running the PC I am typing this review on) so clearly an issue with the quality of the product that Amazon shipped to me.","Reviewed in the United States on May 3, 2024","BUYER BEWARE","1.0 out of 5 stars","","3","Processor","Core™ i7-14700K"
"R28AJXM18JJ40X","EKing708","Hey all,I built my most recent rig with the following specs:CPU: i9-14900kMotherboard: MSI Carbon WiFi II Z-790RAM: 64 gig rip jaw low profile (certified compliant by MSI)Cooler: Dark Rock Pro 5GPU: ROG 4070Ti SuperPower Supply: Rog Thor 850w PlatinumCase: Corsair 4000DThis rig should be a monster, but because Intel has misled the general public, it is completely unstable and blue screens multiple times per day. These 14th-generation chips are trash. They are fraught with instability issues, and the news worsens as time progresses. We have been through three motherboards, three different sets of RAM, and two different GPUs, and the problems continue.Now, I have to decide if I can be without my rig for several weeks to try to RMA the chip via Intel. The worst part of all this is a crap shoot if I receive an actual working chip back. Again, it does not appear to be the chip itself but the instruction/algorithm Intel uses.Motherboard manufacturers are allowing these chips, by default, to run off the rails. Intel's power spec is 253W. When I checked the BIOS on my motherboard(s), they come by default set to run at just under 5000W! Are you kidding me? If you are not a really good problem solver with these things. I do not see the average consumer having any understanding of why their rig is acting like a crazy person.Anyway, just do yourselves a favor and take a big ol' pass on these chips. They are not worth it. Stick with your old chips until the next gen comes out or just switch over to AMD.@Intel; you have to stop being the Boeing of the Chip world. You were once a great company with high standards, and now you are just imping for your shareholders. Get it together, and start doing things right. This concludes this review of the core i9-14900k, best wishes on your journeys.","Reviewed in the United States on April 30, 2024","Do NOT buy 14th Gen i9's","1.0 out of 5 stars","","0","Processor","Core™ i9-14900KF"
"R3J6MZW2399O76","Sarah Lucas","Intel has pushed these 13th and 14th Gen i9's way too far in an effort to keep up with AMD. They come out of the box with maxed out settings, including a nearly unlimited 5000w (yes, thousand) available power draw. Intel customer support will ask you to manually configure the BIOS to a setting that effectively renders it a very expensive i7. Wait until they get this fixed, if it's even possible, unless you just really like underclocking and BSODs","Reviewed in the United States on April 27, 2024","Incredibly unstable","1.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R1GV1TL8F1B2EF","Mr. Fox","The one received was a silicon lottery loser that required excessive and abnormally high voltage and had horrible SP-ratings. It was returned because the poor silicon quality made it unsuitable for the purpose for which it was purchased. I purchased a 14900KF from Amazon to replace it and it was equally poor quality and had to go back. Intel needs to cull their trash samples and sell them at a lower price. A CPU that needs 1.500V to run stock turbo clocks is unacceptable and impossible to properly cool.","Reviewed in the United States on April 22, 2024","Poor Silicon Samples","2.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R3BM5YGMIVQDEB","gayle price","Did a pc build and kept getting crashes. PC repair tech tested all hardware and determined the cpu caused the problems. All hardware compatible with each other as confirmed before buying/assembling. Unfortunately this was discovered 4 days after being able to return to Amazon. Intel contacted for warranty, no reply yet. WAIT TO BUY till Intel fixes the bugs in this cpu.","Reviewed in the United States on April 19, 2024","I9 14900k not up to par","1.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R1FEWHJHKMB8PD","Nathan","I'm a game developer and decided to switch from AMD to Intel for my latest build. The amount of problems this CPU has caused me has cost me hundreds of hours of work. I've been building computers for over 20 years and this is by far the absolute worst component of all time. E cores will cause instability in almost every multithreaded application, clocking has to be severely limited to avoid blue screen of death, Intel Extreme Tuning Utility is borderline malware, and the high thread count is just deceptive marketing because 1/3 of the cores are laptop grade. It gave the illusion of stability through the return period so I'm now stuck with a $500 paper weight CPU and motherboard.","Reviewed in the United States on April 17, 2024","A Carefully Engineered Nightmare","1.0 out of 5 stars","","2","Processor","Core™ i9-14900KF"
"R5PO4BZ99YC2Z","Daniel Salazar Valencia","Perfecto, es un i9 no se puede decir más","Reviewed in the United States on April 15, 2024","Perfecto","5.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R1MULU9MNZ9B0R","Amazon Customer","Where do I begin... In between the stability issues this causes, the blue screens of death, the fact that you can't run even Minesweeper due to the problems this processor causes, the ""lack of video resources"" not caused by the GPU but rather by the CPU, the constant need for undervolting of a so-called high end chip, the overheating of the processor, the fact that Intel stayed quiet about this and STILL hasn't taken any action so far, that so many customers have been forced to ask for returns, or the fact that this was hushed for so long that it'll be a miracle to get a refund... Disappointment is still too light a term to refer to what went on with these processors. Honestly, this already falls within a product recall territory, and it's both a scam and an insult to every potential customer out there.","Reviewed in the United States on April 13, 2024","AVOID THIS PROCESSOR AT ALL COSTS / 13th/14th gen Intel i7-i9 issues","1.0 out of 5 stars","","4","Processor","Core™ i9-14900K"
"R6QTOPQOV0P2S","J. Merrick","Great performance. Lots of heat.","Reviewed in the United States on April 3, 2024","Great performance. Lots of heat","5.0 out of 5 stars","","0","Processor","Core™ i9-14900KF"
"R1D0S9BANHB7E","Brian Lees","overall intel is great for a work station, HOWEVER the 14 series is stupid as hell... it offers NO benefit in 99.9% of situations over 13 series... I upgraded from a 12700k, and saw only minor improvements, and at the expense of power cost. My desktop now idles at 150-250 watts... before with my 12700k it was idling at like half that. in most cases a lot of people wont care, however being forced to live in a high cost of living state like CA, where electricity is $0.44 per kwh, that means just idling is costing me 0.11 per hour, that's $1000 a year just in idling... plus all the electricity my house uses. I'm only here temporarily (military) and will be moving as soon as retire, but its something to note.On top of that, its a straight refresh of the older 13th gen, and they blocked APO for the 13th and 12th gen and aren't working on getting it working across the board (only minor useless titles no one honestly cares about)...If it was a bit cheaper to go AMD, I would have went to a 7800x3d, but that would have cost me about 900 just to switch, due to having to buy new RAM (still on DDR4, 3600mhz/CL14) and Motherboard...There's also the constant issue of certain games/programs just refusing to run in Multithread/Multicore, or using the E-cores inappropriately. Intel really needs to sort out this trash...","Reviewed in the United States on April 3, 2024","Horrible Efficiency","1.0 out of 5 stars","","6","Processor","Core™ i7-14700K"
"R2IEDPBWJYU209","MiniMech","Runs at a good temp with a kraken 360 elite.","Reviewed in the United States on March 31, 2024","I like it.","5.0 out of 5 stars","https://m.media-amazon.com/images/I/717q-FcGhkL.jpg","0","Processor","Core™ i9-14900K"
"R1NO8PKF30WJ5G","Alex","CPU1 fails CPU Float test from Intel's diagnostic tools. This also never came with the signature Intel stickers, thus leading me to believe the item was repackaged after a return. I will be filing an RMA to deal with this as I wasn't able to figure this out inside the 30 day window","Reviewed in the United States on March 30, 2024","Re-packaged, broken CPU","1.0 out of 5 stars","","0","Processor","Core™ i7-14700K"
"R3DNG29R7Y158P","Marco","Potente procesador para mi configuración.","Reviewed in the United States on March 30, 2024","Top of the line","5.0 out of 5 stars","","0","Processor","Core™ i7-14700K"
"R3GWBCV6GTBU5U","Ada","Failed CPU after only a week of building the pc. Came in a slightly damaged package but thought it would still be okay. Did not have enough time to return or replace because of the time that it took to troubleshoot the issue.","Reviewed in the United States on March 28, 2024","Did not work","1.0 out of 5 stars","","0","Processor","Core™ i7-14700K"
"R2X808MECE9CZM","David S.","I received a processor in an Intel I box.No markings on the processor itself. Thermal paste residue still on the processor.  This is crazy!!!","Reviewed in the United States on March 21, 2024","Not sure what CPU I received","1.0 out of 5 stars","https://m.media-amazon.com/images/I/61m+3NwR5TL.jpg
https://m.media-amazon.com/images/I/71T+TLWfniL.jpg","0","Processor","Core™ i7-14700KF"
"RQBOPJ2G1J3QR","Mark","I've been a lifetime Intel diehard fan but man they really pushed a disappointing product out. This thing gets HOT, I've been building computers for a while but I've never seen a CPU regularly spike to 100 C with liquid cooling. My previous 8700k ran great and was fulling overclocked to 4.8GHz and I never saw anything higher than 78 C under 100% load. I was so sketched out by seeing the 14700k temps that I ran Intel's CPU diagnostic software and I couldn't even finish it! The temps got to a steady 93-100 C while testing so I had to cancel it and let the CPU cool down.I even tried some gaming with it and while playing Helldivers 2 at ""High/Medium"" settings It liked to hover at 95C and spiked constantly. This caused thermal throttling and game stutters followed with it. Even while at the desktop fully idle my temps would spike around from 25 C all the way up to 70 C. The reason for this is the new LGA 1700 socket ILM, you have to buy, replace, and correctly torque a WHOLE new socket brace just so you can kind of tame this CPU.I remember when Intel was known for keeping cool and AMD for getting hot. That's not the case anymore and I'm so disappointed because Intel was my go to with every single PC I ever built.","Reviewed in the United States on March 20, 2024","BEWARE of the New LGA 1700 Socket","1.0 out of 5 stars","","3","Processor","Core™ i7-14700KF"
"R1S9COH4SRAQHY","Kal","I’ve always used Intel, as my experiences with AMD have never been great. Wanted to upgrade from my 8700K as I’m doing a lot more rendering/3D work and I need the extra cores and performance. I thought I did my due diligence and picked out ram that was compatible with my motherboard, a suitable CPU cooler, etc to ensure a smooth upgrade.Ultimately was met with so much instability, crashes, high power usage and heat. The instability seemed incurable so I returned everything and switched to the 7950x3d… and it just worked straight out of the box, runs so much cooler and less power draw, with no crashes. It’s not as fast as the 14900k in my tasks, but the other benefits out weigh the decrease in performance.","Reviewed in the United States on March 19, 2024","Lost me as a customer","1.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R25TUK2N6ZCYI9","RP","This company needs to be put to bed. Not only are they significantly behind on development but even when you order something from them it’s significantly delayed. My order took a whole week just to ship.","Reviewed in the United States on March 14, 2024","Intel store is horrible","1.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R8R65MB51Q8A3","Aly0110","The listing for this product claims that you don't need a discrete graphics card. This is incorrect, the KF model does not bring an onboard graphics card. This wasted my time and slowed down the timeline for my NAS build by 3 whole days. Thanks.","Reviewed in the United States on February 14, 2024","Inaccurate listing","1.0 out of 5 stars","","0","Processor","Core™ i9-14900KF"
"RTCKO66TWTPGX","Mr. Migraine","UPDATE: Been at this for days and days. Intel core i9-14900k on ASUS z790 Strix is a BSOD MACHINE. Previouslyit would run for many minutes. Now it barely goes one ir two minutes before freezing and a BSOD. Now I'm doing ASUS BIOS MemTest86 so far so good (for the RAM).While Windows 11 Pro was working I did the Memory Diagnostics and it said it passed. So either the CPU or the Motherboard is bad.New ASUS Z790 Strix, with new Intel i9-14900k, with new T700 2TB Gen5 PCIE 5 NVME M2, and new 64GB DDR5 6400 RAM, with Runs Windows 11 Pro. All drivers up and Windows are up to date.I've not done any overclocking or XMP in the bios to push the RAM 4000Mhz to the advertised 6400. I avoided buying RAM that can go 8000Mhz with XMP because there are so very many failures with those--and I wanted 8000 because I wanted a system with no bottlenecks as much as possible.Runs great for about 5 to 30 minutes. Temps run from 30s to 50s to high 80s bouncing up and down like normal. Then BOOM BSODs.I will do tests including memory, cpu, and double check drivers.Most websites point to a CPU issue. Some mention RAM or drivers.I'm either going to solve this issue or return this i9-14900 CPU and replace it with an i9-13900.I hope to remember this review and update it with success info.","Reviewed in the United States on January 28, 2024","UPDATED: BSOD CPU: CLOCK_WATCHDOG_TIMEOUT","1.0 out of 5 stars","https://m.media-amazon.com/images/I/611uUKIH0qL.jpg
https://m.media-amazon.com/images/I/61ADW11skpL.jpg
https://m.media-amazon.com/images/I/61WzcfwEK2L.jpg
https://m.media-amazon.com/images/I/61lPKICF2hL.jpg
https://m.media-amazon.com/images/I/61rY9gWcC4L.jpg
https://m.media-amazon.com/images/I/61sxzgUqT1L.jpg","18","Processor","Core™ i9-14900K"
"RGZCSI5TZ41DJ","Erebus","While you are installing windows, when you get stuck on finding a network but no networks are listed and it won't let you continue. This is because Windows 11 doesn't support your built in LAN/Wi-Fi drivers.The solution for this is to hitShift+F10 which will bring up the command prompt window. From here you typeOOBE\BYPASSNRO which will re-enable the ""I don't have internet"" option.This will let you continue installing windows.Now you can troubleshoot your network from windows.","Reviewed in the United States on December 30, 2023","Windows install wants a network but no network is listed","1.0 out of 5 stars","https://m.media-amazon.com/images/I/41URsMf1U1L.jpg","15","Processor","Core™ i7-14700KF"
"R3A48E3U5WJ7IZ","conner wells","Faulty cpuThey aren’t properly tested before shippingPc booted into windows but couldn’t handle any intensive tasks unless a dedicated gpu wasn’t installed","Reviewed in the United States on December 22, 2023","Faulty","1.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
"R3UOMF8QG4D851","Synthol_Shopper","Quality/silicon control on 14700k is chaos. What the hell intel thinking and doing I dont know.My 13600KF took 7400mhz ram like champ, while this thing cant get even 6800mhz stable... Very dissapointed.1.35v 300w in cinebench with 100c temps with arctic freezer 280mm (that beats most of 360mm AIOs) + bending corrector and good paste.TRASH.","Reviewed in the United States on November 21, 2023","Trash quality control, trash memory controller","1.0 out of 5 stars","","11","Processor","Core™ i7-14700KF"
"R3NQE6TLBLAQN1","Shelly Morgan","This thing is a total scam from the i9 13900k or kf. It’s literally the same thing. The advertise that its goes up to 6000hz but that’s only on two cores of course and only when you don’t need them do they go that high. I had higher cinebench scores on my i9 13900kf then I did on this processor. It’s the same thing just overclocked out of the box. Save your money","Reviewed in the United States on October 21, 2023","Do not buy","1.0 out of 5 stars","","35","Processor","Core™ i9-14900K"
"RFWMXK6DIHSEX","Kindleユーザー","予定通り届いたが、箱はCore i7-14700K、中身がCore i5-13600Kであった。購入をお勧めしない。","Reviewed in Japan on June 30, 2024","中身が違う！","1.0 out of 5 stars","","0","Processor","Core™ i7-14700K"
"R2CJA22T4D0J5P","Amey","Motherboard (Gigabyte z790 ud ac) not detecting cpuThe packaging was worst..Go to store instead, test it and buy it.Don't buy!","Reviewed in India on June 25, 2024","Worst! Gave me used and defective product.","1.0 out of 5 stars","https://m.media-amazon.com/images/I/71H0-qGjWAL.jpg
https://m.media-amazon.com/images/I/71uPnziAJ+L.jpg","0","Processor","Core™ i7-14700K"
"R3VHOPSYH399OS","lukino","Venditore inaffidabile, ho fatto 3 resi su questo venditore perchè i processori che ho ordinato avevano dei difetti ma non solo, aveva anche una specie di marchio quadrato all'esterno come se fosse stato ristampato il marchio, cosi contatto Intel e mi dicono che è molto strano questo e decidono di fare una sostituzione che non ho chiesto ma che ringrazio comunque, e all'arrivo del processore sostituito direttamente da Intel noto che questo stampo quadrato è diverso praticamente non esiste, la levigatura sul prodotto era differente.. Che dire, sono sempre rivenditori. Io ve lo sconsiglio.","Reviewed in Italy on June 13, 2024","Sconsiglio","1.0 out of 5 stars","","0","Processor","Core™ i9-14900K"
